Vardas              Pavarde             ND1    ND2    ND3    ND4    ND5    Egz.   
Vardas536           Pavarde536          5      6      5      4      8      8      
Vardas537           Pavarde537          10     1      6      4      4      3      
Vardas538           Pavarde538          2      10     5      1      3      8      
Vardas539           Pavarde539          1      5      9      1      5      7      
Vardas540           Pavarde540          2      4      4      9      5      6      
Vardas541           Pavarde541          1      4      2      4      8      7      
Vardas542           Pavarde542          3      2      1      6      3      4      
Vardas543           Pavarde543          3      4      2      9      10     4      
Vardas544           Pavarde544          3      1      3      7      10     7      
Vardas545           Pavarde545          10     5      7      6      9      6      
Vardas546           Pavarde546          8      6      7      3      6      4      
Vardas547           Pavarde547          6      6      10     6      5      6      
Vardas548           Pavarde548          1      4      8      7      9      5      
Vardas549           Pavarde549          6      3      4      7      3      7      
Vardas550           Pavarde550          2      1      9      5      7      5      
Vardas551           Pavarde551          1      4      1      10     1      4      
Vardas552           Pavarde552          6      1      10     4      6      1      
Vardas553           Pavarde553          10     3      9      7      6      1      
Vardas554           Pavarde554          5      9      7      1      8      4      
Vardas555           Pavarde555          10     4      9      4      1      6      
Vardas556           Pavarde556          8      8      6      9      1      10     
Vardas557           Pavarde557          10     1      8      9      1      10     
Vardas558           Pavarde558          10     4      6      5      5      6      
Vardas559           Pavarde559          8      9      9      4      3      9      
Vardas560           Pavarde560          1      3      3      4      7      2      
Vardas561           Pavarde561          6      7      1      7      3      9      
Vardas562           Pavarde562          2      9      7      5      9      5      
Vardas563           Pavarde563          10     10     7      6      3      8      
Vardas564           Pavarde564          1      10     9      5      10     8      
Vardas565           Pavarde565          8      5      1      2      7      1      
Vardas566           Pavarde566          7      7      3      10     4      10     
Vardas567           Pavarde567          3      9      5      6      7      8      
Vardas568           Pavarde568          2      1      10     7      3      6      
Vardas569           Pavarde569          4      9      3      1      4      4      
Vardas570           Pavarde570          3      2      2      7      4      6      
Vardas571           Pavarde571          10     8      5      1      5      7      
Vardas572           Pavarde572          3      10     6      3      1      7      
Vardas573           Pavarde573          9      7      6      5      3      1      
Vardas574           Pavarde574          8      7      2      2      3      5      
Vardas575           Pavarde575          10     3      3      10     5      2      
Vardas576           Pavarde576          2      6      8      2      5      2      
Vardas577           Pavarde577          10     10     10     8      4      3      
Vardas578           Pavarde578          1      7      7      5      5      8      
Vardas579           Pavarde579          8      4      2      7      6      4      
Vardas580           Pavarde580          9      2      10     9      4      2      
Vardas581           Pavarde581          5      9      8      1      1      1      
Vardas582           Pavarde582          7      5      2      3      10     10     
Vardas583           Pavarde583          4      7      3      4      9      1      
Vardas584           Pavarde584          5      8      7      9      3      4      
Vardas585           Pavarde585          3      7      4      4      7      3      
Vardas586           Pavarde586          5      7      8      7      8      1      
Vardas587           Pavarde587          6      4      5      5      8      5      
Vardas588           Pavarde588          3      5      8      8      8      8      
Vardas589           Pavarde589          9      2      2      6      7      8      
Vardas590           Pavarde590          3      9      5      2      1      8      
Vardas591           Pavarde591          7      3      7      4      6      6      
Vardas592           Pavarde592          3      9      2      7      10     9      
Vardas593           Pavarde593          8      9      10     10     3      5      
Vardas594           Pavarde594          1      6      5      9      1      6      
Vardas595           Pavarde595          6      9      9      3      5      1      
Vardas596           Pavarde596          1      5      8      7      3      5      
Vardas597           Pavarde597          2      2      3      5      4      5      
Vardas598           Pavarde598          3      10     9      9      7      5      
Vardas599           Pavarde599          7      1      5      6      9      8      
Vardas600           Pavarde600          1      1      1      2      8      4      
Vardas601           Pavarde601          6      10     5      6      6      5      
Vardas602           Pavarde602          2      6      6      4      8      2      
Vardas603           Pavarde603          6      2      2      4      3      6      
Vardas604           Pavarde604          6      2      10     2      8      6      
Vardas605           Pavarde605          9      10     10     10     4      9      
Vardas606           Pavarde606          3      5      5      3      7      1      
Vardas607           Pavarde607          3      1      9      2      4      1      
Vardas608           Pavarde608          4      5      5      9      4      9      
Vardas609           Pavarde609          8      7      5      9      10     3      
Vardas610           Pavarde610          3      3      7      2      2      5      
Vardas611           Pavarde611          5      5      7      6      4      1      
Vardas612           Pavarde612          3      3      2      5      2      10     
Vardas613           Pavarde613          1      2      9      5      10     9      
Vardas614           Pavarde614          3      2      4      5      9      5      
Vardas615           Pavarde615          5      3      6      5      7      4      
Vardas616           Pavarde616          10     5      10     7      9      7      
Vardas617           Pavarde617          6      1      10     3      6      7      
Vardas618           Pavarde618          6      4      4      8      10     3      
Vardas619           Pavarde619          7      2      1      1      1      1      
Vardas620           Pavarde620          3      3      4      6      3      4      
Vardas621           Pavarde621          2      5      4      7      6      9      
Vardas622           Pavarde622          1      3      5      8      5      8      
Vardas623           Pavarde623          10     2      5      6      1      1      
Vardas624           Pavarde624          6      5      10     10     5      6      
Vardas625           Pavarde625          1      2      4      4      2      1      
Vardas626           Pavarde626          8      1      5      7      2      4      
Vardas627           Pavarde627          9      2      4      9      6      10     
Vardas628           Pavarde628          7      3      1      2      8      3      
Vardas629           Pavarde629          6      5      10     10     4      9      
Vardas630           Pavarde630          4      9      8      2      10     10     
Vardas631           Pavarde631          7      5      7      1      1      4      
Vardas632           Pavarde632          8      3      3      5      8      5      
Vardas633           Pavarde633          6      4      2      8      3      4      
Vardas634           Pavarde634          6      8      5      5      9      3      
Vardas635           Pavarde635          5      1      8      7      4      2      
Vardas636           Pavarde636          1      6      2      7      5      2      
Vardas637           Pavarde637          5      9      2      3      2      3      
Vardas638           Pavarde638          6      10     9      6      2      2      
Vardas639           Pavarde639          4      2      8      9      5      7      
Vardas640           Pavarde640          1      6      2      5      3      1      
Vardas641           Pavarde641          1      2      8      10     1      4      
Vardas642           Pavarde642          2      4      10     1      5      4      
Vardas643           Pavarde643          10     5      2      9      10     8      
Vardas644           Pavarde644          9      6      10     1      3      10     
Vardas645           Pavarde645          10     7      6      7      8      5      
Vardas646           Pavarde646          1      6      2      10     6      4      
Vardas647           Pavarde647          1      8      8      5      5      2      
Vardas648           Pavarde648          9      10     3      5      8      2      
Vardas649           Pavarde649          9      1      4      5      1      3      
Vardas650           Pavarde650          4      10     9      1      5      1      
Vardas651           Pavarde651          4      4      7      4      10     3      
Vardas652           Pavarde652          10     10     7      2      8      8      
Vardas653           Pavarde653          9      7      4      2      5      9      
Vardas654           Pavarde654          3      7      9      9      9      7      
Vardas655           Pavarde655          6      4      8      5      6      2      
Vardas656           Pavarde656          10     1      7      9      7      1      
Vardas657           Pavarde657          1      1      9      8      4      7      
Vardas658           Pavarde658          7      10     10     3      4      8      
Vardas659           Pavarde659          2      1      2      5      8      1      
Vardas660           Pavarde660          6      9      10     5      9      6      
Vardas661           Pavarde661          8      8      3      1      10     6      
Vardas662           Pavarde662          6      3      9      10     5      10     
Vardas663           Pavarde663          1      10     5      2      9      1      
Vardas664           Pavarde664          5      4      10     3      5      9      
Vardas665           Pavarde665          2      5      9      10     7      5      
Vardas666           Pavarde666          3      6      4      9      5      10     
Vardas667           Pavarde667          7      5      10     6      7      7      
Vardas668           Pavarde668          10     10     2      2      8      5      
Vardas669           Pavarde669          7      1      9      10     4      4      
Vardas670           Pavarde670          9      8      1      8      10     1      
Vardas671           Pavarde671          2      9      7      4      1      9      
Vardas672           Pavarde672          1      1      5      2      2      9      
Vardas673           Pavarde673          9      1      5      9      5      1      
Vardas674           Pavarde674          6      5      5      7      6      3      
Vardas675           Pavarde675          2      7      8      5      6      5      
Vardas676           Pavarde676          4      6      1      9      8      4      
Vardas677           Pavarde677          8      7      5      8      8      6      
Vardas678           Pavarde678          7      5      10     4      7      4      
Vardas679           Pavarde679          3      4      3      3      2      8      
Vardas680           Pavarde680          3      6      6      9      2      9      
Vardas681           Pavarde681          7      3      5      7      3      2      
Vardas682           Pavarde682          3      9      8      5      7      9      
Vardas683           Pavarde683          5      5      2      4      6      3      
Vardas684           Pavarde684          10     5      3      4      10     7      
Vardas685           Pavarde685          3      7      3      6      5      4      
Vardas686           Pavarde686          9      7      2      7      8      1      
Vardas687           Pavarde687          5      6      3      1      10     6      
Vardas688           Pavarde688          2      10     3      1      9      10     
Vardas689           Pavarde689          3      6      3      4      10     2      
Vardas690           Pavarde690          7      1      2      4      5      4      
Vardas691           Pavarde691          3      7      4      4      6      9      
Vardas692           Pavarde692          7      9      8      2      2      7      
Vardas693           Pavarde693          10     8      6      2      6      4      
Vardas694           Pavarde694          4      2      1      6      5      2      
Vardas695           Pavarde695          1      10     8      9      4      10     
Vardas696           Pavarde696          9      1      1      8      7      4      
Vardas697           Pavarde697          10     2      3      10     10     5      
Vardas698           Pavarde698          4      9      9      6      5      7      
Vardas699           Pavarde699          3      10     4      9      9      5      
Vardas700           Pavarde700          6      7      2      8      1      1      
Vardas701           Pavarde701          5      8      5      7      10     2      
Vardas702           Pavarde702          6      6      2      3      1      2      
Vardas703           Pavarde703          5      9      9      10     1      8      
Vardas704           Pavarde704          6      1      1      1      1      8      
Vardas705           Pavarde705          7      10     8      4      10     4      
Vardas706           Pavarde706          2      2      1      1      1      7      
Vardas707           Pavarde707          4      8      10     9      6      4      
Vardas708           Pavarde708          6      7      10     6      1      4      
Vardas709           Pavarde709          9      6      2      9      4      8      
Vardas710           Pavarde710          5      4      9      7      2      4      
Vardas711           Pavarde711          5      4      4      2      1      5      
Vardas712           Pavarde712          3      4      3      3      5      4      
Vardas713           Pavarde713          4      9      5      6      10     5      
Vardas714           Pavarde714          2      9      4      6      8      9      
Vardas715           Pavarde715          1      5      1      7      2      5      
Vardas716           Pavarde716          9      7      8      9      8      4      
Vardas717           Pavarde717          2      6      4      6      2      8      
Vardas718           Pavarde718          5      4      10     3      3      10     
Vardas719           Pavarde719          5      6      9      10     6      3      
Vardas720           Pavarde720          6      10     1      7      5      7      
Vardas721           Pavarde721          6      4      9      9      1      6      
Vardas722           Pavarde722          10     2      2      3      6      10     
Vardas723           Pavarde723          2      6      9      2      2      3      
Vardas724           Pavarde724          1      8      3      3      7      9      
Vardas725           Pavarde725          9      3      5      2      8      3      
Vardas726           Pavarde726          3      3      5      3      10     8      
Vardas727           Pavarde727          3      3      5      6      5      8      
Vardas728           Pavarde728          10     5      7      6      2      1      
Vardas729           Pavarde729          7      8      6      7      4      10     
Vardas730           Pavarde730          8      10     4      8      8      9      
Vardas731           Pavarde731          7      10     1      6      7      3      
Vardas732           Pavarde732          5      1      4      5      7      6      
Vardas733           Pavarde733          8      8      2      3      7      9      
Vardas734           Pavarde734          9      8      7      1      1      2      
Vardas735           Pavarde735          2      1      5      8      5      9      
Vardas736           Pavarde736          8      6      9      1      6      3      
Vardas737           Pavarde737          9      2      5      6      8      8      
Vardas738           Pavarde738          2      6      5      5      10     4      
Vardas739           Pavarde739          8      4      6      8      8      2      
Vardas740           Pavarde740          8      2      8      9      3      1      
Vardas741           Pavarde741          2      2      2      3      10     2      
Vardas742           Pavarde742          6      4      5      9      9      9      
Vardas743           Pavarde743          7      3      9      7      5      9      
Vardas744           Pavarde744          5      7      7      7      1      3      
Vardas745           Pavarde745          1      8      10     6      2      3      
Vardas746           Pavarde746          3      2      3      2      4      1      
Vardas747           Pavarde747          3      8      10     8      2      9      
Vardas748           Pavarde748          3      1      8      7      2      5      
Vardas749           Pavarde749          8      3      4      7      4      3      
Vardas750           Pavarde750          10     3      7      2      2      9      
Vardas751           Pavarde751          7      5      9      7      7      5      
Vardas752           Pavarde752          6      9      3      4      10     2      
Vardas753           Pavarde753          10     9      7      6      6      4      
Vardas754           Pavarde754          9      7      9      8      7      7      
Vardas755           Pavarde755          8      6      8      2      9      6      
Vardas756           Pavarde756          2      8      2      9      2      4      
Vardas757           Pavarde757          8      5      1      1      3      9      
Vardas758           Pavarde758          9      10     6      6      8      3      
Vardas759           Pavarde759          6      9      6      1      6      5      
Vardas760           Pavarde760          3      9      5      7      8      8      
Vardas761           Pavarde761          9      8      6      5      7      6      
Vardas762           Pavarde762          3      9      5      3      3      8      
Vardas763           Pavarde763          10     4      2      9      9      2      
Vardas764           Pavarde764          10     10     6      3      7      6      
Vardas765           Pavarde765          4      1      3      10     4      7      
Vardas766           Pavarde766          2      8      7      8      10     10     
Vardas767           Pavarde767          10     7      10     4      8      9      
Vardas768           Pavarde768          8      2      4      9      10     9      
Vardas769           Pavarde769          10     1      2      7      1      3      
Vardas770           Pavarde770          2      10     5      7      5      10     
Vardas771           Pavarde771          4      2      10     3      8      9      
Vardas772           Pavarde772          8      4      10     6      9      5      
Vardas773           Pavarde773          6      4      2      3      3      8      
Vardas774           Pavarde774          9      9      8      6      2      5      
Vardas775           Pavarde775          8      10     6      2      10     7      
Vardas776           Pavarde776          6      8      10     10     1      5      
Vardas777           Pavarde777          8      2      8      7      3      8      
Vardas778           Pavarde778          4      5      5      1      10     9      
Vardas779           Pavarde779          9      6      7      4      9      5      
Vardas780           Pavarde780          5      4      6      8      6      6      
Vardas781           Pavarde781          10     1      2      7      8      3      
Vardas782           Pavarde782          3      10     3      7      2      1      
Vardas783           Pavarde783          3      1      6      10     5      9      
Vardas784           Pavarde784          6      2      9      1      10     1      
Vardas785           Pavarde785          6      9      8      3      5      2      
Vardas786           Pavarde786          6      7      10     7      1      6      
Vardas787           Pavarde787          10     10     5      10     3      3      
Vardas788           Pavarde788          2      1      3      8      6      6      
Vardas789           Pavarde789          3      8      9      3      8      6      
Vardas790           Pavarde790          8      7      5      3      8      10     
Vardas791           Pavarde791          5      7      6      7      10     1      
Vardas792           Pavarde792          7      9      8      4      4      3      
Vardas793           Pavarde793          1      5      3      4      3      6      
Vardas794           Pavarde794          8      8      2      5      9      8      
Vardas795           Pavarde795          10     3      5      10     1      8      
Vardas796           Pavarde796          7      7      7      9      3      4      
Vardas797           Pavarde797          10     1      4      3      5      8      
Vardas798           Pavarde798          10     8      9      9      7      1      
Vardas799           Pavarde799          3      8      4      9      3      2      
Vardas800           Pavarde800          6      8      8      3      1      3      
Vardas801           Pavarde801          2      6      4      6      7      4      
Vardas802           Pavarde802          9      5      2      10     1      2      
Vardas803           Pavarde803          8      5      4      7      1      4      
Vardas804           Pavarde804          6      10     9      3      2      1      
Vardas805           Pavarde805          4      7      5      5      7      5      
Vardas806           Pavarde806          6      6      7      7      2      8      
Vardas807           Pavarde807          8      8      2      6      2      1      
Vardas808           Pavarde808          7      8      2      8      7      1      
Vardas809           Pavarde809          1      10     10     2      9      5      
Vardas810           Pavarde810          10     8      10     5      10     5      
Vardas811           Pavarde811          2      4      8      9      8      4      
Vardas812           Pavarde812          3      5      10     3      5      1      
Vardas813           Pavarde813          3      9      4      3      2      5      
Vardas814           Pavarde814          6      2      4      3      1      5      
Vardas815           Pavarde815          1      2      5      5      10     2      
Vardas816           Pavarde816          3      5      1      6      6      6      
Vardas817           Pavarde817          4      4      6      3      10     4      
Vardas818           Pavarde818          6      4      10     2      4      5      
Vardas819           Pavarde819          3      5      10     9      2      6      
Vardas820           Pavarde820          8      4      3      2      8      1      
Vardas821           Pavarde821          8      7      5      7      3      10     
Vardas822           Pavarde822          7      5      3      9      8      7      
Vardas823           Pavarde823          7      1      3      3      6      9      
Vardas824           Pavarde824          5      3      2      7      9      4      
Vardas825           Pavarde825          7      1      8      3      1      9      
Vardas826           Pavarde826          2      4      7      8      9      3      
Vardas827           Pavarde827          5      4      4      6      6      7      
Vardas828           Pavarde828          4      5      9      4      8      3      
Vardas829           Pavarde829          1      6      7      8      6      8      
Vardas830           Pavarde830          1      9      4      7      6      8      
Vardas831           Pavarde831          9      4      1      5      8      9      
Vardas832           Pavarde832          2      1      3      10     3      7      
Vardas833           Pavarde833          9      6      4      7      5      8      
Vardas834           Pavarde834          6      7      7      7      3      4      
Vardas835           Pavarde835          6      7      5      2      10     8      
Vardas836           Pavarde836          4      8      5      5      2      8      
Vardas837           Pavarde837          9      1      3      5      2      10     
Vardas838           Pavarde838          8      10     1      8      4      3      
Vardas839           Pavarde839          6      4      4      4      6      8      
Vardas840           Pavarde840          10     8      5      6      1      10     
Vardas841           Pavarde841          6      1      1      5      8      10     
Vardas842           Pavarde842          8      3      9      4      5      3      
Vardas843           Pavarde843          6      2      2      7      9      3      
Vardas844           Pavarde844          9      8      1      1      10     7      
Vardas845           Pavarde845          6      3      1      1      10     1      
Vardas846           Pavarde846          7      3      3      3      6      7      
Vardas847           Pavarde847          5      8      3      8      6      1      
Vardas848           Pavarde848          5      1      4      4      3      7      
Vardas849           Pavarde849          1      6      8      5      3      6      
Vardas850           Pavarde850          6      4      8      3      3      1      
Vardas851           Pavarde851          8      10     10     9      1      10     
Vardas852           Pavarde852          9      2      3      6      1      6      
Vardas853           Pavarde853          2      6      3      6      9      9      
Vardas854           Pavarde854          9      3      2      9      1      1      
Vardas855           Pavarde855          4      1      4      7      9      9      
Vardas856           Pavarde856          4      8      1      3      10     2      
Vardas857           Pavarde857          1      5      4      10     10     4      
Vardas858           Pavarde858          7      10     8      3      7      5      
Vardas859           Pavarde859          2      3      10     9      6      3      
Vardas860           Pavarde860          8      9      3      8      5      3      
Vardas861           Pavarde861          4      6      10     9      7      2      
Vardas862           Pavarde862          10     2      5      1      5      4      
Vardas863           Pavarde863          4      6      10     8      9      6      
Vardas864           Pavarde864          8      5      3      1      1      9      
Vardas865           Pavarde865          3      10     9      1      9      8      
Vardas866           Pavarde866          3      3      5      9      6      3      
Vardas867           Pavarde867          5      1      8      4      5      8      
Vardas868           Pavarde868          5      3      2      7      8      4      
Vardas869           Pavarde869          7      7      3      10     8      7      
Vardas870           Pavarde870          5      3      9      10     7      3      
Vardas871           Pavarde871          3      9      3      7      3      9      
Vardas872           Pavarde872          3      3      1      8      1      6      
Vardas873           Pavarde873          4      8      8      9      3      9      
Vardas874           Pavarde874          4      7      10     2      4      6      
Vardas875           Pavarde875          2      6      5      6      9      4      
Vardas876           Pavarde876          6      5      8      10     1      1      
Vardas877           Pavarde877          10     10     2      9      5      3      
Vardas878           Pavarde878          5      6      9      1      9      9      
Vardas879           Pavarde879          5      10     9      5      3      6      
Vardas880           Pavarde880          3      10     5      4      4      3      
Vardas881           Pavarde881          1      8      8      6      8      5      
Vardas882           Pavarde882          4      8      9      1      6      4      
Vardas883           Pavarde883          9      2      4      7      5      3      
Vardas884           Pavarde884          3      5      1      5      3      1      
Vardas885           Pavarde885          10     8      9      8      9      7      
Vardas886           Pavarde886          6      7      10     2      4      10     
Vardas887           Pavarde887          8      7      2      6      9      1      
Vardas888           Pavarde888          8      1      1      4      9      7      
Vardas889           Pavarde889          6      9      2      7      9      7      
Vardas890           Pavarde890          4      10     4      6      7      10     
Vardas891           Pavarde891          8      1      1      10     9      5      
Vardas892           Pavarde892          2      10     9      8      1      9      
Vardas893           Pavarde893          5      2      10     10     4      3      
Vardas894           Pavarde894          9      6      7      4      2      2      
Vardas895           Pavarde895          1      7      5      7      1      8      
Vardas896           Pavarde896          8      8      1      10     5      3      
Vardas897           Pavarde897          2      7      7      5      5      2      
Vardas898           Pavarde898          6      7      6      5      2      7      
Vardas899           Pavarde899          2      10     6      2      9      8      
Vardas900           Pavarde900          4      6      7      7      3      6      
Vardas901           Pavarde901          6      6      5      1      4      6      
Vardas902           Pavarde902          6      2      4      4      1      8      
Vardas903           Pavarde903          9      7      10     4      5      1      
Vardas904           Pavarde904          5      7      4      5      7      9      
Vardas905           Pavarde905          6      6      3      9      9      7      
Vardas906           Pavarde906          3      2      4      9      8      8      
Vardas907           Pavarde907          8      4      9      5      6      9      
Vardas908           Pavarde908          10     9      9      2      8      2      
Vardas909           Pavarde909          3      7      9      4      1      6      
Vardas910           Pavarde910          1      1      1      6      1      5      
Vardas911           Pavarde911          3      7      10     5      6      8      
Vardas912           Pavarde912          2      1      9      10     9      6      
Vardas913           Pavarde913          2      1      10     7      1      1      
Vardas914           Pavarde914          6      8      1      4      10     5      
Vardas915           Pavarde915          10     8      6      5      5      8      
Vardas916           Pavarde916          5      2      7      1      5      9      
Vardas917           Pavarde917          10     1      4      8      5      10     
Vardas918           Pavarde918          2      7      3      8      6      6      
Vardas919           Pavarde919          7      2      8      10     5      6      
Vardas920           Pavarde920          8      7      7      6      7      10     
Vardas921           Pavarde921          2      4      4      7      2      10     
Vardas922           Pavarde922          7      8      9      5      1      2      
Vardas923           Pavarde923          9      10     7      7      7      5      
Vardas924           Pavarde924          5      10     5      7      5      9      
Vardas925           Pavarde925          2      8      4      1      6      2      
Vardas926           Pavarde926          2      3      2      2      6      10     
Vardas927           Pavarde927          5      4      8      2      3      3      
Vardas928           Pavarde928          5      3      3      8      3      4      
Vardas929           Pavarde929          3      7      4      3      3      9      
Vardas930           Pavarde930          8      10     7      4      10     6      
Vardas931           Pavarde931          4      10     7      6      1      5      
Vardas932           Pavarde932          7      6      2      7      6      5      
Vardas933           Pavarde933          8      6      6      5      10     7      
Vardas934           Pavarde934          2      7      10     2      9      2      
Vardas935           Pavarde935          9      6      10     3      5      2      
Vardas936           Pavarde936          8      7      7      10     9      4      
Vardas937           Pavarde937          10     2      8      8      7      1      
Vardas938           Pavarde938          10     8      2      7      9      10     
Vardas939           Pavarde939          3      2      9      8      5      7      
Vardas940           Pavarde940          4      7      4      7      3      4      
Vardas941           Pavarde941          10     9      9      1      9      6      
Vardas942           Pavarde942          1      4      4      3      3      10     
Vardas943           Pavarde943          7      3      7      5      8      6      
Vardas944           Pavarde944          9      4      6      3      2      6      
Vardas945           Pavarde945          4      9      6      6      9      10     
Vardas946           Pavarde946          5      2      2      2      7      5      
Vardas947           Pavarde947          2      3      7      6      5      10     
Vardas948           Pavarde948          8      9      5      9      8      5      
Vardas949           Pavarde949          3      6      5      3      4      9      
Vardas950           Pavarde950          1      4      5      4      8      5      
Vardas951           Pavarde951          9      4      7      3      3      1      
Vardas952           Pavarde952          1      4      10     4      9      5      
Vardas953           Pavarde953          2      8      4      5      8      3      
Vardas954           Pavarde954          2      6      6      1      5      2      
Vardas955           Pavarde955          5      9      3      6      10     7      
Vardas956           Pavarde956          2      10     10     1      1      5      
Vardas957           Pavarde957          3      10     6      3      4      2      
Vardas958           Pavarde958          5      4      7      1      1      6      
Vardas959           Pavarde959          2      1      3      8      6      7      
Vardas960           Pavarde960          3      7      5      3      10     9      
Vardas961           Pavarde961          9      3      9      5      4      6      
Vardas962           Pavarde962          2      9      6      3      7      8      
Vardas963           Pavarde963          6      6      3      7      5      6      
Vardas964           Pavarde964          2      10     8      3      7      5      
Vardas965           Pavarde965          7      4      2      3      2      8      
Vardas966           Pavarde966          5      10     10     5      1      8      
Vardas967           Pavarde967          2      9      1      9      8      10     
Vardas968           Pavarde968          5      10     2      10     7      2      
Vardas969           Pavarde969          1      9      8      8      1      5      
Vardas970           Pavarde970          8      1      6      4      10     8      
Vardas971           Pavarde971          3      10     7      6      9      5      
Vardas972           Pavarde972          8      4      7      4      2      7      
Vardas973           Pavarde973          6      4      6      10     7      6      
Vardas974           Pavarde974          5      10     9      2      7      8      
Vardas975           Pavarde975          1      4      6      6      4      2      
Vardas976           Pavarde976          1      1      1      10     7      1      
Vardas977           Pavarde977          8      3      3      2      8      2      
Vardas978           Pavarde978          3      2      9      8      8      8      
Vardas979           Pavarde979          10     4      2      5      8      9      
Vardas980           Pavarde980          7      4      6      5      5      5      
Vardas981           Pavarde981          10     6      3      10     7      8      
Vardas982           Pavarde982          9      9      5      3      9      1      
Vardas983           Pavarde983          4      8      8      3      9      1      
Vardas984           Pavarde984          2      1      2      7      6      6      
Vardas985           Pavarde985          2      9      7      1      10     4      
Vardas986           Pavarde986          8      2      4      1      2      6      
Vardas987           Pavarde987          3      3      5      4      9      10     
Vardas988           Pavarde988          3      10     8      5      1      7      
Vardas989           Pavarde989          4      8      3      2      6      5      
Vardas990           Pavarde990          5      4      3      10     10     2      
Vardas991           Pavarde991          2      6      4      7      7      4      
Vardas992           Pavarde992          1      8      4      10     4      8      
Vardas993           Pavarde993          5      1      6      1      4      7      
Vardas994           Pavarde994          4      1      9      6      1      7      
Vardas995           Pavarde995          10     5      10     8      9      6      
Vardas996           Pavarde996          6      3      10     4      7      10     
Vardas997           Pavarde997          2      2      5      9      4      6      
Vardas998           Pavarde998          3      5      2      7      9      9      
Vardas999           Pavarde999          8      5      4      2      1      2      
Vardas1000          Pavarde1000         5      2      7      2      2      8      
